movie_id,cast
597,"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher', 'Billy Zane', 'Kathy Bates', 'Gloria Stuart', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber', 'Jonathan Hyde', 'Suzy Amis', 'Lewis Abernathy', 'Nicholas Cascone', 'Danny Nucci']"
271110,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Don Cheadle', 'Jeremy Renner', 'Chadwick Boseman', 'Paul Bettany', 'Elizabeth Olsen', 'Paul Rudd', 'Emily VanCamp', 'Tom Holland', 'Frank Grillo', 'William Hurt']"
44833,"['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano', 'Liam Neeson', 'Gregory D. Gadson', 'Hamish Linklater', 'Jesse Plemons', 'John Tui', 'Jerry Ferrara', 'David Jensen', 'Peter Berg', 'Adam Godley', 'Rico McClinton']"
135397,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Nick Robinson', 'Ty Simpkins', 'Jake Johnson', 'Omar Sy', 'BD Wong', 'Judy Greer', 'Lauren Lapkus', 'Brian Tee', 'Katie McGrath', 'Andy Buckley', 'Eric Edelstein']"
37724,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Ben Whishaw', 'Rory Kinnear', 'Ola Rapace', 'Helen McCrory', 'Nicholas Woodeson', 'Bill Buckhurst', 'Elize du Toit', 'Ian Bonar']"
558,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'Donna Murphy', 'J.K. Simmons', 'Daniel Gillies', 'Dylan Baker', 'Willem Dafoe', 'Mageina Tovah', 'Bruce Campbell', 'Stan Lee', 'Scott Spiegel', 'Joel McHale']"
68721,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall', 'Jon Favreau', 'Ben Kingsley', 'James Badge Dale', 'Stephanie Szostak', 'Paul Bettany', 'William Sadler', 'Dale Dickey', 'Ty Simpkins', 'Miguel Ferrer', 'Wang Xue-qi']"
12155,"['Mia Wasikowska', 'Johnny Depp', 'Anne Hathaway', 'Helena Bonham Carter', 'Crispin Glover', 'Marton Csokas', 'Lindsay Duncan', 'Matt Lucas', 'Geraldine James', 'Tim Pigott-Smith', 'Leo Bill', 'Frances de la Tour', 'Michael Sheen', 'Alan Rickman', 'Christopher Lee']"
36668,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Patrick Stewart', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'Shawn Ashmore', 'Aaron Stanford', 'Ellen Page', 'Rebecca Romijn', 'James Marsden', 'Vinnie Jones', 'Ben Foster', 'Daniel Cudmore']"
62211,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Noah Johnston', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Alfred Molina', 'Tyler Labine', 'Nathan Fillion', 'Aubrey Plaza', 'Bobby Moynihan']"
8373,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Rainn Wilson', 'Tyrese Gibson', 'John Turturro', 'Kevin Dunn', 'Julie White', 'Ramón Rodríguez', 'Isabel Lucas', 'Glenn Morshower', 'Hugo Weaving', 'Marc Evan Jackson', 'Peter Cullen', 'Arnold Chun']"
91314,"['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz', 'Jack Reynor', 'Titus Welliver', 'Sophia Myles', 'Li Bingbing', 'T.J. Miller', 'James Bachman', 'Thomas Lennon', 'Greg Anderson', 'Melanie Specht', 'Victoria Summer', 'Han Geng']"
68728,"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer', 'Bruce Campbell', 'Ted Raimi', 'Tim Holmes', 'Toni Wynne', 'Rob Crites']"
102382,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott', 'Embeth Davidtz', 'Colm Feore', 'Paul Giamatti', 'Sally Field', 'Max Charles', 'Felicity Jones', 'Marton Csokas', 'Chris Cooper', 'B. J. Novak', 'Denis Leary']"
20526,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'Yaya DaCosta', 'Serinda Swan', 'Beau Garrett', 'Elizabeth Mathis', 'James Frain', 'Amy Esterle', 'Brandon Jay McLaren', 'Michael Sheen', 'Owen Best', 'Michael Teigen', 'Daft Punk']"
49013,"['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer', 'John Turturro', 'Eddie Izzard', 'Thomas Kretschmann', 'Joe Mantegna', 'Peter Jacobson', 'Bruce Campbell', 'Tony Shalhoub', 'Darrell Waltrip', 'Guido Quaroni', 'Brent Musburger', 'Jason Isaacs']"
44912,"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard', 'Tim Robbins', 'Mark Strong', 'Temuera Morrison', 'Jenna Craig', 'Jon Tenney', 'Mike Doyle', 'NicK Jandl', 'Dylan James', 'Leanne Cochran', 'Angela Bassett', 'Taika Waititi', 'Michael Clarke Duncan']"
10193,"['Tom Hanks', 'Tim Allen', 'Ned Beatty', 'Joan Cusack', 'Michael Keaton', 'Whoopi Goldberg', 'Bonnie Hunt', 'Wallace Shawn', 'John Ratzenberger', 'Don Rickles', 'Estelle Harris', 'John Morris', 'Jodi Benson', 'Emily Hahn', 'Laurie Metcalf']"
534,"['Christian Bale', 'Sam Worthington', 'Anton Yelchin', 'Moon Bloodgood', 'Bryce Dallas Howard', 'Helena Bonham Carter', 'Common', 'Roland Kickinger', 'Michael Ironside', 'Jane Alexander', 'Chris Browning', 'Chris Ashworth', 'Jadagrace', 'David Midthunder', 'Arnold Schwarzenegger']"
168259,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Jordana Brewster', 'Djimon Hounsou', 'Tony Jaa', 'Ronda Rousey', 'Nathalie Emmanuel', 'Kurt Russell', 'Jason Statham', 'Sung Kang', 'Gal Gadot']"
72190,"['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove', 'Sterling Jerins', 'James Badge Dale', 'Elyes Gabel', 'David Andrews', 'Daniella Kertesz', 'Ludi Boeken', 'Fana Mokoena', 'Fabrizio Zacharee Guido', 'David Morse', 'Matthew Fox', 'Peter Capaldi', 'Moritz Bleibtreu']"
127585,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry', 'Anna Paquin', 'Ellen Page', 'Peter Dinklage', 'Ian McKellen', 'Patrick Stewart', 'Nicholas Hoult', 'Kelsey Grammer', 'Shawn Ashmore', 'Omar Sy', 'Evan Peters']"
54138,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Benedict Cumberbatch', 'Anton Yelchin', 'Bruce Greenwood', 'Peter Weller', 'Alice Eve', 'Noel Clarke', 'Nazneen Contractor', 'Amanda Foreman', 'Aisha Hinds']"
81005,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor', 'Stanley Tucci', 'Ian McShane', 'Eddie Marsan', 'Ewen Bremner', 'Warwick Davis', 'Bill Nighy', 'Ralph Brown', 'Andrew Brooke', 'Ben Daniels', 'Daniel Lapaine', ""Christian Wolf-La'Moy "", 'Duncan JC Mais ']"
64682,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens', 'Steve Bisley', 'Richard Carter', 'Vince Colosimo', 'Max Cullen', 'Mal Day']"
9543,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint', 'Toby Kebbell', 'Richard Coyle', 'Ronald Pickup', 'Reece Ritchie', 'Gísli Örn Garðarsson', 'Claudio Pacifico', 'Thomas DuPont', 'Farzana Dua Elahe']"
68726,"['Idris Elba', 'Charlie Hunnam', 'Charlie Day', 'Ron Perlman', 'Burn Gorman', 'Rinko Kikuchi', 'Max Martini', 'Robert Maillet', 'Robert Kazinsky', 'Larry Joe Campbell', 'Brad William Henke', 'Clifton Collins Jr', 'Diego Klattenhoff', 'Santiago Segura', 'Jane Watson']"
38356,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong', 'Frances McDormand', 'Josh Duhamel', 'Tyrese Gibson', 'Hugo Weaving', 'Leonard Nimoy', 'John Turturro', 'Rosie Huntington-Whiteley', 'Patrick Dempsey', 'Alan Tudyk', 'Peter Cullen', 'Glenn Morshower', 'Charlie Adler']"
217,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Ray Winstone', 'Karen Allen', 'John Hurt', 'Jim Broadbent', 'Andrew Divoff', 'Igor Jijikine', 'Pavel Lychnikoff', 'Alan Dale', 'Ernie Reyes, Jr.', 'Dimitri Diatchenko', 'Ilia Volok', 'Emmanuel Todorov']"
105864,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla', 'Ryan Teeple', 'Jack McGraw', 'Marcus Scribner', 'Peter Sohn', 'Steve Zahn', 'Mandy Freund', 'Steven Clay Hunter', 'A.J. Buckley', 'Anna Paquin', 'Sam Elliott']"
62177,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly', 'Emma Thompson', 'Kevin McKidd', 'Craig Ferguson', 'Robbie Coltrane', 'Peigi Barker', 'Steven Cree', 'Steve Purcell', ""Callum O'Neill"", 'Patrick Doyle', 'John Ratzenberger', 'Sally Kinghorn', 'Eilidh Fraser']"
188927,"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Simon Pegg', 'Zoe Saldana', 'John Cho', 'Anton Yelchin', 'Sofia Boutella', 'Idris Elba', 'Joe Taslim', 'Lydia Wilson', 'Sara Forsberg', 'Deep Roy', 'Melissa Roxburgh', 'Shohreh Aghdashloo']"
10681,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger', 'Kathy Najimy', 'Teresa Ganzel', 'Laraine Newman', 'MacInTalk', 'Teddy Newton', 'Bob Bergen', 'John Cygan', 'Pete Docter', 'Paul Eiding', 'Donald Fullilove']"
5174,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal', 'Roman Polanski', 'Zhang Jingchu', 'Philip Baker Hall', 'Noémie Lenoir', 'Sarah Shahi', 'Youki Kudoh', 'Tzi Ma', 'Dana Ivey', 'Henry O', 'Mia Tyler']"
14161,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor', 'Thandie Newton', 'Oliver Platt', 'Tom McCarthy', 'Woody Harrelson', 'Danny Glover', 'Liam James', 'Morgan Lily', 'Beatrice Rosen', 'Johann Urb', 'John Billingsley', 'Chin Han', 'Osric Chau']"
17979,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine', 'Daryl Sabara', 'Sage Ryan', 'Amber Gainey Meade', 'Ryan Ochoa', 'Bobbi Page', 'Ron Bottitta', 'Sammi Hanratty', 'Julian Holloway', 'Colin Firth', 'Cary Elwes', 'Robin Wright', 'Bob Hoskins']"
76757,"['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Tuppence Middleton', 'Gugu Mbatha-Raw', 'Nikki Amuka-Bird', 'Christina Cole', 'Nicholas A. Newman', 'Ramon Tikaram', 'Ariyon Bakare', 'Maria Doyle Kennedy', 'Frog Stone', 'David Ajala']"
258489,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz', 'Samuel L. Jackson', 'Djimon Hounsou', 'Jim Broadbent', 'Casper Crump', 'Yule Masiteng', 'Ben Chaplin', 'Sidney Ralitsoele', 'Simon Russell Beale', 'Osy Ikhile', 'Mens-Sana Tamakloe', 'Antony Acheampong', 'Edward Apeagyei']"
411,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo', 'Judy McIntosh', 'Elizabeth Hawthorne', 'Patrick Kake', 'Rachael Henley', 'Mark Wells']"
246655,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac', 'Rose Byrne', 'Evan Peters', 'Josh Helman', 'Sophie Turner', 'Tye Sheridan', 'Lucas Till', 'Kodi Smit-McPhee', 'Ben Hardy', 'Alexandra Shipp', 'Lana Condor']"
155,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy', 'Chin Han', 'Nestor Carbonell', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall']"
14160,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley']"
15512,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie', 'Paul Rudd', 'Kiefer Sutherland', 'Rainn Wilson', 'Will Arnett', 'Stephen Colbert', 'Jimmy Kimmel', 'Julie White', 'Jeffrey Tambor', 'Amy Poehler', 'Ed Helms', 'Renée Zellweger', 'Sean Bishop']"
1726,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Shaun Toub', 'Gwyneth Paltrow', 'Faran Tahir', 'Paul Bettany', 'Leslie Bibb', 'Clark Gregg', 'Will Lyman', 'Jon Favreau', 'Samuel L. Jackson', 'Stan Lee', 'Tom Morello', 'Jim Cramer']"
44826,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield', 'Chloë Grace Moretz', 'Ray Winstone', 'Emily Mortimer', 'Christopher Lee', 'Helen McCrory', 'Michael Stuhlbarg', 'Frances de la Tour', 'Richard Griffiths', 'Jude Law', 'Kevin Eldon', 'Gulliver McGrath', 'Angus Barnett']"
8487,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'M. Emmet Walsh', 'Ted Levine', 'Frederique van der Wal', 'Musetta Vander', 'Sofia Eng', 'Garcelle Beauvais', 'Bai Ling', 'Rodney A. Grant', 'E.J. Callahan', 'Debra Christofferson', 'Buck Taylor']"
1735,"['Brendan Fraser', 'Jet Li', 'John Hannah', 'Maria Bello', 'Luke Ford', 'Michelle Yeoh', 'Isabella Leong', 'Anthony Wong', 'Russell Wong', 'Liam Cunningham', 'David Calder', 'Jessey Meng', 'Tian Liang', 'Albert Kwan', 'Wu Jing']"
297761,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jared Leto', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Karen Fukuhara', 'Adam Beach', 'Ike Barinholtz', 'Scott Eastwood', 'Common', 'David Harbour']"
2698,"['Steve Carell', 'Lauren Graham', 'John Goodman', 'Jimmy Bennett', 'John Michael Higgins', 'Morgan Freeman', 'Wanda Sykes', 'Graham Phillips', 'Johnny Simmons', 'Jonah Hill', 'Ed Helms', 'Dean Norris', 'James Newman', 'Molly Shannon', 'Lucia Forte']"
137113,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong', 'Tony Way', 'Kick Gurry', 'Franz Drameh', 'Dragomir Mrsic', 'Charlotte Riley', 'Masayoshi Haneda', 'Terence Maynard', 'Noah Taylor', 'Lara Pulver', 'Madeleine Mantock']"
9804,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Jack Black', 'Zakes Mokae', 'Jack Kehler', 'Tina Majorino', 'Rita Zohar', 'Gerard Murphy', 'Michael Jeter', 'Kim Coates']"
14869,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans', 'Sienna Miller', 'Joseph Gordon-Levitt', 'Saïd Taghmaoui', 'Christopher Eccleston', 'Adewale Akinnuoye-Agbaje', 'Lee Byung-hun', 'Rachel Nichols', 'Ray Park', 'Arnold Vosloo', ""Kevin J. O'Connor"", 'Grégory Fitoussi', 'Jonathan Pryce']"
150540,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley']"
278927,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba', 'Scarlett Johansson', 'Christopher Walken', ""Lupita Nyong'o"", 'Giancarlo Esposito', 'Garry Shandling', 'Jon Favreau', 'Sam Raimi', 'Russell Peters', 'Brighton Rose', 'Emjay Anthony', 'Max Favreau']"
10138,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Mickey Rourke', 'Sam Rockwell', 'Samuel L. Jackson', 'Clark Gregg', 'John Slattery', 'Garry Shandling', 'Paul Bettany', 'Kate Mara', 'Leslie Bibb', 'Jon Favreau', 'Christiane Amanpour']"
58595,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth', 'Sam Claflin', 'Ian McShane', 'Ray Winstone', 'Nick Frost', 'Toby Jones', 'Eddie Marsan', 'Bob Hoskins', 'Sam Spruell', 'Johnny Harris', 'Brian Gleeson', 'Vincent Regan', 'Noah Huntley']"
102651,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley', 'Sam Riley', 'Juno Temple', 'Imelda Staunton', 'Lesley Manville', 'Brenton Thwaites', 'Isobelle Molloy', 'Miranda Richardson', 'Jamie Sives', 'Toby Regbo', 'Kenneth Cranham', 'Hannah New', 'Ella Purnell']"
119450,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee', 'Kirk Acevedo', 'Judy Greer', 'Terry Notary', 'Karin Konoval', 'Larramie Doc Shaw', 'Nick Thurston', 'Jocko Sims', 'Enrique Murciano', ""Keir O'Donnell""]"
79698,"['Josh Hartnett', 'Simone Kessell', 'Tamsin Egerton', 'Alice Englert', 'Bipasha Basu', 'Abhay Deol', 'Tehmina Sunny', 'Shane Briant', 'Steve Nicolson', 'Atul Kulkarni', 'Om Puri', 'Roshan Seth', 'Mahesh Jadu', 'Andrea Deck', 'James Mackay']"
64686,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki', 'Tadanobu Asano', 'Min Tanaka', 'Rinko Kikuchi', 'Jin Akanishi', 'Masayoshi Haneda', 'Hiroshi Sogabe', 'Takato Yonemoto', 'Shû Nakajima', 'Hiroshi Yamada', 'Cary-Hiroyuki Tagawa', 'Tanroh Ishida', 'Yorick van Wageningen']"
